accession	package	ncbiBioProjectAccession	biosampleGoldId	studyGoldId	env_broad_scale	env_broad_scale_mixs	env_broad_scale_mixs_via_obsolescence	is_biome	env_local_scale	env_local_scale_mixs	env_local_scale_mixs_via_obsolescence	is_selected_abp	env_medium	env_medium_mixs	env_medium_mixs_via_obsolescence	is_env_mat
SAMEA7724228	Generic.1.0	PRJEB42019	Gb0240084	Gs0154244	temperate shrubland biome	temperate shrubland biome [ENVO:01000215]	False	True	temperate shrubland		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724229	Generic.1.0	PRJEB42019	Gb0315677	Gs0154244	tropical broadleaf forest biome	tropical broadleaf forest biome [ENVO:01000200]	False	True	insecta-associated habitat		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724230	Generic.1.0	PRJEB42019	Gb0315684	Gs0154244	tropical broadleaf forest biome	tropical broadleaf forest biome [ENVO:01000200]	False	True	insecta-associated habitat		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724231	Generic.1.0	PRJEB42019	Gb0315678	Gs0154244	tropical broadleaf forest biome	tropical broadleaf forest biome [ENVO:01000200]	False	True	insecta-associated habitat		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724232	Generic.1.0	PRJEB42019	Gb0315679	Gs0154244	tropical broadleaf forest biome	tropical broadleaf forest biome [ENVO:01000200]	False	True	insecta-associated habitat		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724233	Generic.1.0	PRJEB42019	Gb0315685	Gs0154244	tropical broadleaf forest biome	tropical broadleaf forest biome [ENVO:01000200]	False	True	insecta-associated habitat		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724234	Generic.1.0	PRJEB42019	Gb0239965	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724235	Generic.1.0	PRJEB42019	Gb0239966	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724236	Generic.1.0	PRJEB42019	Gb0239967	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724237	Generic.1.0	PRJEB42019	Gb0239968	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724238	Generic.1.0	PRJEB42019	Gb0239969	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724239	Generic.1.0	PRJEB42019	Gb0239970	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724240	Generic.1.0	PRJEB42019	Gb0239971	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724241	Generic.1.0	PRJEB42019	Gb0239972	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724242	Generic.1.0	PRJEB42019	Gb0239973	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724243	Generic.1.0	PRJEB42019	Gb0239974	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724244	Generic.1.0	PRJEB42019	Gb0239975	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724245	Generic.1.0	PRJEB42019	Gb0239976	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724246	Generic.1.0	PRJEB42019	Gb0239977	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724247	Generic.1.0	PRJEB42019	Gb0239978	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724248	Generic.1.0	PRJEB42019	Gb0239979	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724249	Generic.1.0	PRJEB42019	Gb0239980	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724250	Generic.1.0	PRJEB42019	Gb0239982	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724251	Generic.1.0	PRJEB42019	Gb0239983	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724252	Generic.1.0	PRJEB42019	Gb0239984	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724253	Generic.1.0	PRJEB42019	Gb0239985	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724254	Generic.1.0	PRJEB42019	Gb0239986	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724255	Generic.1.0	PRJEB42019	Gb0239987	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724256	Generic.1.0	PRJEB42019	Gb0239988	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724257	Generic.1.0	PRJEB42019	Gb0239989	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724258	Generic.1.0	PRJEB42019	Gb0239990	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724259	Generic.1.0	PRJEB42019	Gb0239991	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724260	Generic.1.0	PRJEB42019	Gb0239992	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724261	Generic.1.0	PRJEB42019	Gb0239993	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724262	Generic.1.0	PRJEB42019	Gb0239994	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724263	Generic.1.0	PRJEB42019	Gb0239995	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724264	Generic.1.0	PRJEB42019	Gb0239996	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724265	Generic.1.0	PRJEB42019	Gb0239997	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724266	Generic.1.0	PRJEB42019	Gb0239998	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724267	Generic.1.0	PRJEB42019	Gb0239999	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724268	Generic.1.0	PRJEB42019	Gb0240000	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724269	Generic.1.0	PRJEB42019	Gb0240001	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724270	Generic.1.0	PRJEB42019	Gb0240002	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724271	Generic.1.0	PRJEB42019	Gb0240003	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724272	Generic.1.0	PRJEB42019	Gb0240004	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724273	Generic.1.0	PRJEB42019	Gb0240005	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724274	Generic.1.0	PRJEB42019	Gb0240006	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724275	Generic.1.0	PRJEB42019	Gb0240007	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724276	Generic.1.0	PRJEB42019	Gb0240008	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724277	Generic.1.0	PRJEB42019	Gb0240009	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724278	Generic.1.0	PRJEB42019	Gb0240010	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724279	Generic.1.0	PRJEB42019	Gb0240011	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724280	Generic.1.0	PRJEB42019	Gb0240012	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724281	Generic.1.0	PRJEB42019	Gb0240013	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724282	Generic.1.0	PRJEB42019	Gb0240014	Gs0154244	desert biome	desert biome [ENVO:01000179]	False	True	montane desert		False	False	alpine soil	alpine soil [ENVO:00005741]	False	True
SAMEA7724283	Generic.1.0	PRJEB42019	Gb0239935	Gs0154244	cropland biome	cropland biome [ENVO:01000245]	False	True	banana plantation	banana plantation [ENVO:00000161]	False	True	surface soil	surface soil [ENVO:02000059]	False	True
SAMEA7724284	Generic.1.0	PRJEB42019	Gb0239936	Gs0154244	cropland biome	cropland biome [ENVO:01000245]	False	True	banana plantation	banana plantation [ENVO:00000161]	False	True	surface soil	surface soil [ENVO:02000059]	False	True
SAMEA7724285	Generic.1.0	PRJEB42019	Gb0239937	Gs0154244	cropland biome	cropland biome [ENVO:01000245]	False	True	banana plantation	banana plantation [ENVO:00000161]	False	True	surface soil	surface soil [ENVO:02000059]	False	True
SAMEA7724286	Generic.1.0	PRJEB42019	Gb0239951	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	planted forest	planted forest [ENVO:00000119]	False	True	surface soil	surface soil [ENVO:02000059]	False	True
SAMEA7724287	Generic.1.0	PRJEB42019	Gb0239952	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	planted forest	planted forest [ENVO:00000119]	False	True	surface soil	surface soil [ENVO:02000059]	False	True
SAMEA7724288	Generic.1.0	PRJEB42019	Gb0239938	Gs0154244	cropland biome	cropland biome [ENVO:01000245]	False	True	planted forest	planted forest [ENVO:00000119]	False	True	surface soil	surface soil [ENVO:02000059]	False	True
SAMEA7724289	Generic.1.0	PRJEB42019	Gb0239939	Gs0154244	cropland biome	cropland biome [ENVO:01000245]	False	True	planted forest	planted forest [ENVO:00000119]	False	True	surface soil	surface soil [ENVO:02000059]	False	True
SAMEA7724290	Generic.1.0	PRJEB42019	Gb0239940	Gs0154244	cropland biome	cropland biome [ENVO:01000245]	False	True	planted forest	planted forest [ENVO:00000119]	False	True	surface soil	surface soil [ENVO:02000059]	False	True
SAMEA7724291	Generic.1.0	PRJEB42019	Gb0240018	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	oil palm plantation	oil palm plantation [ENVO:00000120]	False	True	surface soil	surface soil [ENVO:02000059]	False	True
SAMEA7724292	Generic.1.0	PRJEB42019	Gb0240019	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	oil palm plantation	oil palm plantation [ENVO:00000120]	False	True	surface soil	surface soil [ENVO:02000059]	False	True
SAMEA7724293	Generic.1.0	PRJEB42019	Gb0240020	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	oil palm plantation	oil palm plantation [ENVO:00000120]	False	True	surface soil	surface soil [ENVO:02000059]	False	True
SAMEA7724294	Generic.1.0	PRJEB42019	Gb0240015	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	oil palm plantation	oil palm plantation [ENVO:00000120]	False	True	surface soil	surface soil [ENVO:02000059]	False	True
SAMEA7724295	Generic.1.0	PRJEB42019	Gb0240016	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	oil palm plantation	oil palm plantation [ENVO:00000120]	False	True	surface soil	surface soil [ENVO:02000059]	False	True
SAMEA7724296	Generic.1.0	PRJEB42019	Gb0240017	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	oil palm plantation	oil palm plantation [ENVO:00000120]	False	True	surface soil	surface soil [ENVO:02000059]	False	True
SAMEA7724297	Generic.1.0	PRJEB42019	Gb0239918	Gs0154244	anthropogenic terrestrial biome	anthropogenic terrestrial biome [ENVO:01000219]	False	True	anthropogenic contamination feature	anthropogenic contamination feature [ENVO:00002204]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724298	Generic.1.0	PRJEB42019	Gb0239919	Gs0154244	anthropogenic terrestrial biome	anthropogenic terrestrial biome [ENVO:01000219]	False	True	anthropogenic contamination feature	anthropogenic contamination feature [ENVO:00002204]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724299	Generic.1.0	PRJEB42019	Gb0239920	Gs0154244	anthropogenic terrestrial biome	anthropogenic terrestrial biome [ENVO:01000219]	False	True	anthropogenic contamination feature	anthropogenic contamination feature [ENVO:00002204]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724300	Generic.1.0	PRJEB42019	Gb0239921	Gs0154244	anthropogenic terrestrial biome	anthropogenic terrestrial biome [ENVO:01000219]	False	True	anthropogenic contamination feature	anthropogenic contamination feature [ENVO:00002204]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724301	Generic.1.0	PRJEB42019	Gb0239922	Gs0154244	anthropogenic terrestrial biome	anthropogenic terrestrial biome [ENVO:01000219]	False	True	anthropogenic contamination feature	anthropogenic contamination feature [ENVO:00002204]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724302	Generic.1.0	PRJEB42019	Gb0239923	Gs0154244	anthropogenic terrestrial biome	anthropogenic terrestrial biome [ENVO:01000219]	False	True	anthropogenic contamination feature	anthropogenic contamination feature [ENVO:00002204]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724303	Generic.1.0	PRJEB42019	Gb0239924	Gs0154244	anthropogenic terrestrial biome	anthropogenic terrestrial biome [ENVO:01000219]	False	True	anthropogenic contamination feature	anthropogenic contamination feature [ENVO:00002204]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724304	Generic.1.0	PRJEB42019	Gb0239925	Gs0154244	anthropogenic terrestrial biome	anthropogenic terrestrial biome [ENVO:01000219]	False	True	anthropogenic contamination feature	anthropogenic contamination feature [ENVO:00002204]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724305	Generic.1.0	PRJEB42019	Gb0239926	Gs0154244	anthropogenic terrestrial biome	anthropogenic terrestrial biome [ENVO:01000219]	False	True	anthropogenic contamination feature	anthropogenic contamination feature [ENVO:00002204]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724306	Generic.1.0	PRJEB42019	Gb0239927	Gs0154244	anthropogenic terrestrial biome	anthropogenic terrestrial biome [ENVO:01000219]	False	True	anthropogenic contamination feature	anthropogenic contamination feature [ENVO:00002204]	False	True	soil	soil [ENVO:00001998]	False	True
SAMEA7724307	Generic.1.0	PRJEB42019	Gb0240021	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724308	Generic.1.0	PRJEB42019	Gb0240022	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724309	Generic.1.0	PRJEB42019	Gb0240023	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724310	Generic.1.0	PRJEB42019	Gb0240024	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724311	Generic.1.0	PRJEB42019	Gb0240025	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724312	Generic.1.0	PRJEB42019	Gb0240026	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724313	Generic.1.0	PRJEB42019	Gb0240027	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724314	Generic.1.0	PRJEB42019	Gb0240028	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724315	Generic.1.0	PRJEB42019	Gb0240029	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724316	Generic.1.0	PRJEB42019	Gb0240030	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724317	Generic.1.0	PRJEB42019	Gb0240031	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724318	Generic.1.0	PRJEB42019	Gb0240032	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724319	Generic.1.0	PRJEB42019	Gb0240033	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724320	Generic.1.0	PRJEB42019	Gb0240034	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724321	Generic.1.0	PRJEB42019	Gb0240035	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	forest		False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724322	Generic.1.0	PRJEB42019	Gb0315658	Gs0154244	freshwater biome	freshwater biome [ENVO:00000873]	False	True	coast	coast [ENVO:01000687]	False	True	sediment	sediment [ENVO:00002007]	False	True
SAMEA7724323	Generic.1.0	PRJEB42019	Gb0315659	Gs0154244	freshwater biome	freshwater biome [ENVO:00000873]	False	True	coast	coast [ENVO:01000687]	False	True	sediment	sediment [ENVO:00002007]	False	True
SAMEA7724324	Generic.1.0	PRJEB42019	Gb0315660	Gs0154244	freshwater biome	freshwater biome [ENVO:00000873]	False	True	coast	coast [ENVO:01000687]	False	True	sediment	sediment [ENVO:00002007]	False	True
SAMEA7724325	Generic.1.0	PRJEB42019	Gb0315661	Gs0154244	freshwater biome	freshwater biome [ENVO:00000873]	False	True	coast	coast [ENVO:01000687]	False	True	sediment	sediment [ENVO:00002007]	False	True
SAMEA7724326	Generic.1.0	PRJEB42019	Gb0315662	Gs0154244	freshwater biome	freshwater biome [ENVO:00000873]	False	True	coast	coast [ENVO:01000687]	False	True	sediment	sediment [ENVO:00002007]	False	True
SAMEA7724327	Generic.1.0	PRJEB42019	Gb0315663	Gs0154244	freshwater biome	freshwater biome [ENVO:00000873]	False	True	coast	coast [ENVO:01000687]	False	True	sediment	sediment [ENVO:00002007]	False	True
SAMEA7724328	Generic.1.0	PRJEB42019	Gb0315664	Gs0154244	freshwater biome	freshwater biome [ENVO:00000873]	False	True	coast	coast [ENVO:01000687]	False	True	sediment	sediment [ENVO:00002007]	False	True
SAMEA7724329	Generic.1.0	PRJEB42019	Gb0315665	Gs0154244	freshwater biome	freshwater biome [ENVO:00000873]	False	True	coast	coast [ENVO:01000687]	False	True	sediment	sediment [ENVO:00002007]	False	True
SAMEA7724330	Generic.1.0	PRJEB42019	Gb0315666	Gs0154244	freshwater biome	freshwater biome [ENVO:00000873]	False	True	coast	coast [ENVO:01000687]	False	True	sediment	sediment [ENVO:00002007]	False	True
SAMEA7724331	Generic.1.0	PRJEB42019	Gb0315667	Gs0154244	freshwater biome	freshwater biome [ENVO:00000873]	False	True	coast	coast [ENVO:01000687]	False	True	sediment	sediment [ENVO:00002007]	False	True
SAMEA7724332	Generic.1.0	PRJEB42019	Gb0240036	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724333	Generic.1.0	PRJEB42019	Gb0240037	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724334	Generic.1.0	PRJEB42019	Gb0240038	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724335	Generic.1.0	PRJEB42019	Gb0240039	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724336	Generic.1.0	PRJEB42019	Gb0240040	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724337	Generic.1.0	PRJEB42019	Gb0240041	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724338	Generic.1.0	PRJEB42019	Gb0240042	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724339	Generic.1.0	PRJEB42019	Gb0240043	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724340	Generic.1.0	PRJEB42019	Gb0240044	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724341	Generic.1.0	PRJEB42019	Gb0240045	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724342	Generic.1.0	PRJEB42019	Gb0240046	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724343	Generic.1.0	PRJEB42019	Gb0240047	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724344	Generic.1.0	PRJEB42019	Gb0240048	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724345	Generic.1.0	PRJEB42019	Gb0240049	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724346	Generic.1.0	PRJEB42019	Gb0240050	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724347	Generic.1.0	PRJEB42019	Gb0240051	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724348	Generic.1.0	PRJEB42019	Gb0240052	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724349	Generic.1.0	PRJEB42019	Gb0240053	Gs0154244	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]	False	True	stratum		False	False	peat soil	peat soil [ENVO:00005774]	False	True
SAMEA7724350	Generic.1.0	PRJEB42019	Gb0297472	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	coastal water body	coastal water body [ENVO:02000049]	False	True	coastal water		False	False
